countyid,countyname,name
22,Harghita,Sandominic
22,Harghita,Sanmartin
22,Harghita,Sanpaul
22,Harghita,Sansimion
22,Harghita,Santimbru
22,Harghita,Santimbru-Bai
22,Harghita,Sarmas
22,Harghita,Sasveres
22,Harghita,Satu-Mare
22,Harghita,Satu-Mic
22,Harghita,Satu-Nou-Ocland
22,Harghita,Satu-Nou-Siculeni
22,Harghita,Secu
22,Harghita,Secuieni
22,Harghita,Senetea
22,Harghita,Sicasau
22,Harghita,Siclod
22,Harghita,Siculeni
22,Harghita,Simonesti
22,Harghita,Sineu
22,Harghita,Soimeni
22,Harghita,Soimusu-Mare
22,Harghita,Soimusu-Mic
22,Harghita,Subcetate
22,Harghita,Sub-Cetate
22,Harghita,Suseni
22,Harghita,Taietura
22,Harghita,Tamasu
22,Harghita,Tarcesti
22,Harghita,Tarnovita
22,Harghita,Taureni
22,Harghita,Teleac
22,Harghita,Tengheler
22,Harghita,Tibod
22,Harghita,Toleseni
22,Harghita,Tomesti
22,Harghita,Toplita
22,Harghita,Tulghes
22,Harghita,Turdeni
22,Harghita,Tusnad
22,Harghita,Tusnadu-Nou
22,Harghita,Uilac
22,Harghita,Ulcani
22,Harghita,Ulies
22,Harghita,Vacaresti
22,Harghita,Vagani
22,Harghita,Vale
22,Harghita,Valea-Boros
22,Harghita,Valea-Capelei
22,Harghita,Valea-Garbea
22,Harghita,Valea-Intunecoasa
22,Harghita,Valea-lui-Antaloc
22,Harghita,Valea-lui-Pavel
22,Harghita,Valea-Rece
22,Harghita,Valea-Rotunda
22,Harghita,Valea-Stramba
22,Harghita,Valea-Ugra
22,Harghita,Valea-Uzului
22,Harghita,Valeni
22,Harghita,Vargatac
22,Harghita,Varsag
22,Harghita,Vasileni
22,Harghita,Vidacut
22,Harghita,Visafolio
22,Harghita,Vlahita
22,Harghita,Voslabeni
22,Harghita,Vrabia
22,Harghita,Zapodea
22,Harghita,Zencani
22,Harghita,Zetea
23,Hunedoara,Abucea
23,Hunedoara,Almasel
23,Hunedoara,Almas-Saliste
23,Hunedoara,Almasu-Mic
23,Hunedoara,Almasu-Mic-de-Munte
23,Hunedoara,Almasu-Sec
23,Hunedoara,Alun-Bosorod
23,Hunedoara,Alun-Bunila
23,Hunedoara,Aninoasa
23,Hunedoara,Aranies
23,Hunedoara,Archia
23,Hunedoara,Ardeu
23,Hunedoara,Aurel-Vlaicu
23,Hunedoara,Bacaia
23,Hunedoara,Bacea
23,Hunedoara,Bacia
23,Hunedoara,Baia-de-Cris
23,Hunedoara,Baiesti
23,Hunedoara,Baita
23,Hunedoara,Balata
23,Hunedoara,Baldovin
23,Hunedoara,Balomir
23,Hunedoara,Balsa
23,Hunedoara,Banita
23,Hunedoara,Banpotoc
23,Hunedoara,Barastii-Hategului
23,Hunedoara,Barastii-Iliei
23,Hunedoara,Barbura
23,Hunedoara,Barcea-Mare
23,Hunedoara,Barcea-Mica
23,Hunedoara,Barsau
23,Hunedoara,Baru
23,Hunedoara,Barza
23,Hunedoara,Basarabasa
23,Hunedoara,Bastea
23,Hunedoara,Batalar
23,Hunedoara,Batiz
23,Hunedoara,Batrana
23,Hunedoara,Bejan
23,Hunedoara,Bejan-Tarnavita
23,Hunedoara,Bercu
23,Hunedoara,Beriu
23,Hunedoara,Birtin
23,Hunedoara,Blajeni
23,Hunedoara,Blajeni-Vulcan
23,Hunedoara,Bobaia
23,Hunedoara,Bobalna
23,Hunedoara,Bocsa-Mare
23,Hunedoara,Bocsa-Mica
23,Hunedoara,Boholt
23,Hunedoara,Boia-Barzii
23,Hunedoara,Boita
23,Hunedoara,Boiu
23,Hunedoara,Boiu-de-Jos
23,Hunedoara,Boiu-de-Sus
23,Hunedoara,Bos
23,Hunedoara,Bosorod
23,Hunedoara,Boz
23,Hunedoara,Bozes
23,Hunedoara,Brad
23,Hunedoara,Bradatel
23,Hunedoara,Branisca
23,Hunedoara,Braseu
23,Hunedoara,Brazi
23,Hunedoara,Braznic
23,Hunedoara,Breazova
23,Hunedoara,Bretea-Muresana
23,Hunedoara,Bretea-Romana
23,Hunedoara,Bretea-Streiului
23,Hunedoara,Bretelin
23,Hunedoara,Brotuna
23,Hunedoara,Buces
23,Hunedoara,Buces-Vulcan
23,Hunedoara,Bucium
23,Hunedoara,Bucium-Orlea
23,Hunedoara,Bucuresci
23,Hunedoara,Bujoru
23,Hunedoara,Bulzestii-de-Jos
23,Hunedoara,Bulzestii-de-Sus
23,Hunedoara,Bunesti
23,Hunedoara,Bunila
23,Hunedoara,Burjuc
23,Hunedoara,Cabesti
23,Hunedoara,Cainelu-de-Jos
23,Hunedoara,Cainelu-de-Sus
23,Hunedoara,Calan
23,Hunedoara,Calanu-Mic
23,Hunedoara,Campu-lui-Neag
23,Hunedoara,Campuri-de-Sus
23,Hunedoara,Campuri-Surduc
23,Hunedoara,Caoi
23,Hunedoara,Caraci
23,Hunedoara,Carastau
23,Hunedoara,Carjiti
23,Hunedoara,Carmazanesti
23,Hunedoara,Carnesti
23,Hunedoara,Carpinis
23,Hunedoara,Castau
23,Hunedoara,Cazanesti
23,Hunedoara,Cerbal
23,Hunedoara,Cerbia
23,Hunedoara,Cerisor
23,Hunedoara,Cernisoara-Florese
23,Hunedoara,Certeju-de-Jos
23,Hunedoara,Certeju-de-Sus
23,Hunedoara,Cherghes
23,Hunedoara,Chimindia
23,Hunedoara,Chiscadaga
23,Hunedoara,Chitid
23,Hunedoara,Cigmau
23,Hunedoara,Cimpa
23,Hunedoara,Cincis-Cerna
23,Hunedoara,Cioclovina
23,Hunedoara,Ciopeia
23,Hunedoara,Ciula-Mare
23,Hunedoara,Ciula-Mica
23,Hunedoara,Ciulpaz
23,Hunedoara,Ciumita
23,Hunedoara,Ciungani
23,Hunedoara,Ciungu-Mare
23,Hunedoara,Clopotiva
23,Hunedoara,Coaja
23,Hunedoara,Copaci
23,Hunedoara,Coroiesti
23,Hunedoara,Cosesti
23,Hunedoara,Costesti
23,Hunedoara,Costesti-Deal
23,Hunedoara,Covragiu
23,Hunedoara,Cozia
23,Hunedoara,Craciunesti
23,Hunedoara,Craguis
23,Hunedoara,Cris
23,Hunedoara,Crisan
23,Hunedoara,Criscior
23,Hunedoara,Cristur
23,Hunedoara,Criva
23,Hunedoara,Crivadia
23,Hunedoara,Cucuis
23,Hunedoara,Cuies
23,Hunedoara,Curechiu
23,Hunedoara,Curpenii-Silvasului
23,Hunedoara,Cutin
23,Hunedoara,Dabaca
23,Hunedoara,Dalja-Mare
23,Hunedoara,Dalja-Mica
23,Hunedoara,Dancu-Mare
23,Hunedoara,Dancu-Mic
23,Hunedoara,Danulesti
23,Hunedoara,Dealu-Babii
23,Hunedoara,Dealu-Mare
23,Hunedoara,Dealu-Mic
23,Hunedoara,Deleni
23,Hunedoara,Densus
23,Hunedoara,Deva
23,Hunedoara,Dobra
23,Hunedoara,Dobrot
23,Hunedoara,Dragu-Brad
23,Hunedoara,Dudesti
23,Hunedoara,Dumbrava
23,Hunedoara,Dumbrava-de-Jos
23,Hunedoara,Dumbrava-de-Sus
23,Hunedoara,Dumbravita
23,Hunedoara,Dumesti
23,Hunedoara,Dupapiatra
23,Hunedoara,Fagetel
23,Hunedoara,Fantana
23,Hunedoara,Farcadin
23,Hunedoara,Fata-Rosie
23,Hunedoara,Federi
23,Hunedoara,Feregi
23,Hunedoara,Fintoag
23,Hunedoara,Fizes
23,Hunedoara,Fizesti
23,Hunedoara,Folt
23,Hunedoara,Fornadia
23,Hunedoara,Furcsoara
23,Hunedoara,Galati
23,Hunedoara,Galbina
23,Hunedoara,Gantaga
23,Hunedoara,Gelmar
23,Hunedoara,General-Berthelot
23,Hunedoara,Geoagiu
23,Hunedoara,Geoagiu-Bai
23,Hunedoara,Ghelari
23,Hunedoara,Gialacuta
23,Hunedoara,Giurgesti
23,Hunedoara,Glodghilesti
23,Hunedoara,Godinesti
23,Hunedoara,Goles
23,Hunedoara,Gotesti
23,Hunedoara,Gothatea
23,Hunedoara,Govajdia
23,Hunedoara,Gradistea-de-Munte
23,Hunedoara,Grid
23,Hunedoara,Grind
23,Hunedoara,Grohot
23,Hunedoara,Grohotele
23,Hunedoara,Gros
23,Hunedoara,Grosuri
23,Hunedoara,Gura-Bordului
23,Hunedoara,Gurasada
23,Hunedoara,Harau
23,Hunedoara,Hartagani
23,Hunedoara,Hasdat
23,Hunedoara,Hasdau
23,Hunedoara,Hatagel
23,Hunedoara,Hateg
23,Hunedoara,Herepeia
23,Hunedoara,Hobita
23,Hunedoara,Hobita-Gradiste
23,Hunedoara,Holdea
23,Hunedoara,Homorod
23,Hunedoara,Hondol
23,Hunedoara,Hunedoara
23,Hunedoara,Ilia
23,Hunedoara,Iscroni
23,Hunedoara,Izvoarele
23,Hunedoara,Jeledinti
23,Hunedoara,Jiet
23,Hunedoara,Jiu-Paroseni
23,Hunedoara,Josani
23,Hunedoara,Lapugiu-de-Jos
23,Hunedoara,Lapugiu-de-Sus
23,Hunedoara,Lapusnic
23,Hunedoara,Lasau
23,Hunedoara,Leaut
23,Hunedoara,Lelese
23,Hunedoara,Lesnic
23,Hunedoara,Livada
23,Hunedoara,Livadia
23,Hunedoara,Livezi
23,Hunedoara,Ludestii-de-Jos
23,Hunedoara,Ludestii-de-Sus
23,Hunedoara,Lunca-Baia-de-Cris
23,Hunedoara,Lunca-Baita
23,Hunedoara,Lunca-Cernii-de-Jos
23,Hunedoara,Lunca-Cernii-de-Sus
23,Hunedoara,Luncani
23,Hunedoara,Luncoiu-de-Jos
23,Hunedoara,Luncoiu-de-Sus
23,Hunedoara,Luncsoara
23,Hunedoara,Lupeni
23,Hunedoara,Maceu
23,Hunedoara,Mada
23,Hunedoara,Magura
23,Hunedoara,Magura-Toplita
23,Hunedoara,Magureni
23,Hunedoara,Malaiesti
23,Hunedoara,Manerau
23,Hunedoara,Martinesti
23,Hunedoara,Meria
23,Hunedoara,Merisor-Banita
23,Hunedoara,Merisor-Bucuresci
23,Hunedoara,Merisoru-de-Munte
23,Hunedoara,Mermezeu-Valeni
23,Hunedoara,Mesteacan-Brad
23,Hunedoara,Mesteacan
23,Hunedoara,Micanesti
23,Hunedoara,Mihaiesti
23,Hunedoara,Mihaileni
23,Hunedoara,Mintia
23,Hunedoara,Mosoru
23,Hunedoara,Muncelu-Mare
23,Hunedoara,Muncelu-Mic
23,Hunedoara,Nadastia-de-Jos
23,Hunedoara,Nadastia-de-Sus
23,Hunedoara,Nalatvad
23,Hunedoara,Nandru
23,Hunedoara,Negoiu
23,Hunedoara,Nojag
23,Hunedoara,Nucsoara
23,Hunedoara,Obarsa
23,Hunedoara,Ocisor
23,Hunedoara,Ociu
23,Hunedoara,Ocolisu-Mare
23,Hunedoara,Ocolisu-Mic
23,Hunedoara,Ohaba
23,Hunedoara,Ohaba-de-sub-Piatra
23,Hunedoara,Ohaba-Ponor
23,Hunedoara,Ohaba-Sibisel
23,Hunedoara,Ohaba-Streiului
23,Hunedoara,Oprisesti
23,Hunedoara,Orastie
23,Hunedoara,Orastioara-de-Jos
23,Hunedoara,Orastioara-de-Sus
23,Hunedoara,Ormindea
23,Hunedoara,Ostrov
23,Hunedoara,Ostrovel
23,Hunedoara,Ostrovu-Mic
23,Hunedoara,Paclisa
23,Hunedoara,Panc
23,Hunedoara,Panc-Saliste
23,Hunedoara,Paros
23,Hunedoara,Paucinesti
23,Hunedoara,Paulesti
23,Hunedoara,Paulis
23,Hunedoara,Pesteana
23,Hunedoara,Pestenita
23,Hunedoara,Pestera-Baita
23,Hunedoara,Pestera-Petrosani
23,Hunedoara,Pestera
23,Hunedoara,Pestisu-Mare
23,Hunedoara,Pestisu-Mic
23,Hunedoara,Petreni
23,Hunedoara,Petresti
23,Hunedoara,Petrila
23,Hunedoara,Petros
23,Hunedoara,Petrosani
23,Hunedoara,Piatra
23,Hunedoara,Pischinti
23,Hunedoara,Plai
23,Hunedoara,Plop
23,Hunedoara,Plopi
23,Hunedoara,Podele
23,Hunedoara,Poganesti
23,Hunedoara,Poiana
23,Hunedoara,Poiana-Rachitelii
23,Hunedoara,Poieni-Beriu
23,Hunedoara,Poieni-Densus
23,Hunedoara,Poienita
23,Hunedoara,Poienita-Tomii
23,Hunedoara,Poienita-Voinii
23,Hunedoara,Pojoga
23,Hunedoara,Ponor
23,Hunedoara,Popesti
23,Hunedoara,Potingani
23,Hunedoara,Pravaleni
23,Hunedoara,Pricaz
23,Hunedoara,Prihodiste-Bosorod
23,Hunedoara,Prihodiste
23,Hunedoara,Pui
23,Hunedoara,Racastia
23,Hunedoara,Rachitaua
23,Hunedoara,Rachitova
23,Hunedoara,Radulesti
23,Hunedoara,Rapas
23,Hunedoara,Rapoltel
23,Hunedoara,Rapoltu-Mare
23,Hunedoara,Rascoala
23,Hunedoara,Rau-Alb
23,Hunedoara,Rau-Barbat
23,Hunedoara,Rau-de-Mori
23,Hunedoara,Rau-Mic
23,Hunedoara,Reea
23,Hunedoara,Renghet
23,Hunedoara,Ret
23,Hunedoara,Ribicioara
23,Hunedoara,Ribita
23,Hunedoara,Risca
23,Hunedoara,Risculita
23,Hunedoara,Romos
23,Hunedoara,Romosel
23,Hunedoara,Roscani
23,Hunedoara,Rosia
23,Hunedoara,Rovina-Branisca
23,Hunedoara,Rovina-Bucuresci
23,Hunedoara,Ruda
23,Hunedoara,Ruda-Brad
23,Hunedoara,Runcsor
23,Hunedoara,Runcu-Mare
23,Hunedoara,Runcu-Mic
23,Hunedoara,Rusesti
23,Hunedoara,Rusi
23,Hunedoara,Rusor
23,Hunedoara,Sacamas
23,Hunedoara,Sacaramb
23,Hunedoara,Sacel
23,Hunedoara,Salasu-de-Jos
23,Hunedoara,Salasu-de-Sus
23,Hunedoara,Salatruc
23,Hunedoara,Salciva
23,Hunedoara,Saliste
23,Hunedoara,Salistioara
23,Hunedoara,Sancrai
23,Hunedoara,Sanpetru
23,Hunedoara,Santamaria-de-Piatra
23,Hunedoara,Santamaria-Orlea
23,Hunedoara,Santandrei
23,Hunedoara,Santuhalm
23,Hunedoara,Sarbi
23,Hunedoara,Sarmizegetusa
23,Hunedoara,Saulesti
23,Hunedoara,Sereca
23,Hunedoara,Serel
23,Hunedoara,Sesuri
23,Hunedoara,Sibisel-Beriu
23,Hunedoara,Sibisel
23,Hunedoara,Silvasu-de-Jos
23,Hunedoara,Silvasu-de-Sus
23,Hunedoara,Simeria
23,Hunedoara,Simeria-Veche
23,Hunedoara,Slatinioara
23,Hunedoara,Socet
23,Hunedoara,Sohodol
23,Hunedoara,Soimus
23,Hunedoara,Spini
23,Hunedoara,Stancesti
23,Hunedoara,Stancesti-Ohaba
23,Hunedoara,Stanculesti
23,Hunedoara,Stanija
23,Hunedoara,Stauini
23,Hunedoara,Stei
23,Hunedoara,Steia
23,Hunedoara,Stejarel
23,Hunedoara,Stoieneasa
23,Hunedoara,Strei
23,Hunedoara,Strei-Sacel
23,Hunedoara,Streisangeorgiu
23,Hunedoara,Stretea
23,Hunedoara,Subcetate
23,Hunedoara,Sulighete
23,Hunedoara,Suseni
23,Hunedoara,Tamasasa
23,Hunedoara,Tamasesti
23,Hunedoara,Tampa
23,Hunedoara,Taratel
23,Hunedoara,Tarnava
23,Hunedoara,Tarnava-de-Cris
23,Hunedoara,Tarnavita
23,Hunedoara,Tarnita
23,Hunedoara,Tarsa
23,Hunedoara,Tatarasti
23,Hunedoara,Tatarastii-de-Cris
23,Hunedoara,Tebea
23,Hunedoara,Techereu
23,Hunedoara,Teiu
23,Hunedoara,Teliucu-Inferior
23,Hunedoara,Teliucu-Superior
23,Hunedoara,Ticera
23,Hunedoara,Tirici
23,Hunedoara,Tisa
23,Hunedoara,Tiulesti
23,Hunedoara,Tomesti
23,Hunedoara,Tomnatec
23,Hunedoara,Toplita
23,Hunedoara,Toplita-Muresului
23,Hunedoara,Totesti
23,Hunedoara,Totia
23,Hunedoara,Trestia
23,Hunedoara,Turdas
23,Hunedoara,Turmas
23,Hunedoara,Tustea
23,Hunedoara,Uibaresti
23,Hunedoara,Ulies
23,Hunedoara,Ulm
23,Hunedoara,Unciuc
23,Hunedoara,Uric
23,Hunedoara,Uricani
23,Hunedoara,Uroi
23,Hunedoara,Ursici
23,Hunedoara,Vadu
23,Hunedoara,Vadu-Dobrii
23,Hunedoara,Vaidei
23,Hunedoara,Valari
23,Hunedoara,Valcele
23,Hunedoara,Valcelele-Bune
23,Hunedoara,Valceluta
23,Hunedoara,Valea
23,Hunedoara,Valea-Arsului
23,Hunedoara,Valea-Babii
23,Hunedoara,Valea-Bradului
23,Hunedoara,Valea-Daljii
23,Hunedoara,Valea-de-Brazi
23,Hunedoara,Valea-Lunga
23,Hunedoara,Valea-Lupului
23,Hunedoara,Valea-Mare-de-Cris
23,Hunedoara,Valea-Nandrului
23,Hunedoara,Valea-Poienii
23,Hunedoara,Valea-Sangeorgiului
23,Hunedoara,Valeni
23,Hunedoara,Valeni-Geoagiu
23,Hunedoara,Valioara
23,Hunedoara,Valisoara
23,Hunedoara,Valisoara-Balsa
23,Hunedoara,Varmaga
23,Hunedoara,Vata-de-Jos
23,Hunedoara,Vata-de-Sus
23,Hunedoara,Vetel
23,Hunedoara,Vica
23,Hunedoara,Visca
23,Hunedoara,Voia
23,Hunedoara,Vorta
23,Hunedoara,Vulcan
23,Hunedoara,Zam
23,Hunedoara,Zavoi
23,Hunedoara,Zdrapti
23,Hunedoara,Zeicani
24,Ialomita,Adancata
24,Ialomita,Albesti
24,Ialomita,Alexeni
24,Ialomita,Amara
24,Ialomita,Amara-Noua
24,Ialomita,Andrasesti
24,Ialomita,Armasesti
24,Ialomita,Axintele
24,Ialomita,Balaciu
24,Ialomita,Baraganu
24,Ialomita,Barbatescu
24,Ialomita,Barbulesti
24,Ialomita,Barcanesti
24,Ialomita,Bataluri
24,Ialomita,Bitina-Pamanteni
24,Ialomita,Bitina-Ungureni
24,Ialomita,Bora
24,Ialomita,Boranesti
24,Ialomita,Bordusani
24,Ialomita,Borduselu
24,Ialomita,Boteni
24,Ialomita,Brazii
24,Ialomita,Brosteni
24,Ialomita,Bucsa
24,Ialomita,Bucu
24,Ialomita,Buesti
24,Ialomita,Buliga
24,Ialomita,Butoiu
24,Ialomita,Catrunesti
24,Ialomita,Cazanesti
24,Ialomita,Cegani
24,Ialomita,Chiroiu-Pamanteni
24,Ialomita,Chiroiu-Satu-Nou
24,Ialomita,Chiroiu-Ungureni
24,Ialomita,Ciocarlia
24,Ialomita,Ciochina
24,Ialomita,Ciulnita
24,Ialomita,Cocora
24,Ialomita,Colelia
24,Ialomita,Condeesti
24,Ialomita,Copuzu
24,Ialomita,Cosambesti
24,Ialomita,Cosereni
24,Ialomita,Cotorca
24,Ialomita,Crasanii-de-Jos
24,Ialomita,Crasanii-de-Sus
24,Ialomita,Crunti
24,Ialomita,Dragoesti
24,Ialomita,Dridu
24,Ialomita,Dridu-Snagov
24,Ialomita,Dumitresti
24,Ialomita,Facaeni
24,Ialomita,Fetesti
24,Ialomita,Fetesti-Gara
24,Ialomita,Fierbintii-de-Jos
24,Ialomita,Fierbintii-de-Sus
24,Ialomita,Fierbinti-Targ
24,Ialomita,Fratilesti
24,Ialomita,Fundata
24,Ialomita,Garbovi
24,Ialomita,Gheorghe-Doja
24,Ialomita,Gheorghe-Lazar
24,Ialomita,Gimbasani
24,Ialomita,Giurgeni
24,Ialomita,Grecii-de-Jos
24,Ialomita,Grindasi
24,Ialomita,Grindu
24,Ialomita,Grivita
24,Ialomita,Gura-Ialomitei
24,Ialomita,Gura-Vaii
24,Ialomita,Hagieni
24,Ialomita,Hagiesti
24,Ialomita,Horia
24,Ialomita,Iazu
24,Ialomita,Ion-Ghica
24,Ialomita,Ion-Roata
24,Ialomita,Ivanesti
24,Ialomita,Jilavele
24,Ialomita,Lacusteni
24,Ialomita,Lilieci
24,Ialomita,Livedea
24,Ialomita,Luciu
24,Ialomita,Maia
24,Ialomita,Maltezi
24,Ialomita,Malu
24,Ialomita,Malu-Rosu
24,Ialomita,Manasia
24,Ialomita,Marculesti
24,Ialomita,Marsilieni
24,Ialomita,Mihail-Kogalniceanu
24,Ialomita,Milosesti
24,Ialomita,Mircea-cel-Batran
24,Ialomita,Misleanu
24,Ialomita,Moldoveni
24,Ialomita,Movila
24,Ialomita,Movileanca
24,Ialomita,Movilita
24,Ialomita,Munteni-Buzau
24,Ialomita,Murgeanca
24,Ialomita,Nenisori
24,Ialomita,Nicolesti
24,Ialomita,Ograda
24,Ialomita,Orboesti
24,Ialomita,Orezu
24,Ialomita,Paltinisu
24,Ialomita,Patru-Frati
24,Ialomita,Perieti
24,Ialomita,Piersica
24,Ialomita,Platonesti
24,Ialomita,Poiana
24,Ialomita,Progresu
24,Ialomita,Rasi
24,Ialomita,Rasimnicea
24,Ialomita,Retezatu
24,Ialomita,Reviga
24,Ialomita,Rosiori
24,Ialomita,Rovine
24,Ialomita,Salcioara
24,Ialomita,Sarateni
24,Ialomita,Saveni
24,Ialomita,Scanteia
24,Ialomita,Sfantu-Gheorghe
24,Ialomita,Sinesti
24,Ialomita,Sintesti
24,Ialomita,Slatioarele
24,Ialomita,Slobozia
24,Ialomita,Slobozia-Noua
24,Ialomita,Smirna
24,Ialomita,Stejaru
24,Ialomita,Stelnica
24,Ialomita,Suditi
24,Ialomita,Tandarei
24,Ialomita,Tovarasia
24,Ialomita,Traian
24,Ialomita,Urziceni
24,Ialomita,Valea-Bisericii
24,Ialomita,Valea-Ciorii
24,Ialomita,Valea-Macrisului
24,Ialomita,Vladeni
24,Ialomita,Vlasca
25,Iasi,Albesti
25,Iasi,Alexandru-cel-Bun
25,Iasi,Alexandru-I-Cuza
25,Iasi,Alexeni
25,Iasi,Alexesti
25,Iasi,Andrieseni
25,Iasi,Arama
25,Iasi,Aroneanu
25,Iasi,Avantu
25,Iasi,Bacu
25,Iasi,Badeni
25,Iasi,Bahluiu
25,Iasi,Baiceni-Cucuteni
25,Iasi,Baiceni-Todiresti
25,Iasi,Balciu
25,Iasi,Bals
25,Iasi,Baltati
25,Iasi,Balteni
25,Iasi,Balusesti
25,Iasi,Banu
25,Iasi,Barbatesti
25,Iasi,Barlesti
25,Iasi,Barnova
25,Iasi,Belcesti
25,Iasi,Berezlogi
25,Iasi,Bivolari
25,Iasi,Blaga
25,Iasi,Blagesti
25,Iasi,Boatca
25,Iasi,Bocnita
25,Iasi,Bodesti
25,Iasi,Bogdanesti
25,Iasi,Bogonos
25,Iasi,Bohotin
25,Iasi,Bojila
25,Iasi,Boldesti
25,Iasi,Borosesti
25,Iasi,Borosoaia
25,Iasi,Borsa
25,Iasi,Bosia
25,Iasi,Bosteni
25,Iasi,Boureni-Motca
25,Iasi,Boureni-Targu
25,Iasi,Bradicesti
25,Iasi,Braesti
25,Iasi,Bran
25,Iasi,Bratesti
25,Iasi,Bratuleni
25,Iasi,Bratulesti
25,Iasi,Breazu
25,Iasi,Brosteni
25,Iasi,Buda-Braesti
25,Iasi,Budai
25,Iasi,Buda-Lespezi
25,Iasi,Budesti
25,Iasi,Buhaeni
25,Iasi,Buhalnita
25,Iasi,Bulbucani
25,Iasi,Bursuc-Deal
25,Iasi,Bursuc-Vale
25,Iasi,Buruienesti
25,Iasi,Butea
25,Iasi,Buzdug
25,Iasi,Buznea
25,Iasi,Carbunari
25,Iasi,Carjoaia
25,Iasi,Carlig
25,Iasi,Carniceni
25,Iasi,Cauesti
25,Iasi,Ceplenita
25,Iasi,Cercu
25,Iasi,Chicerea
25,Iasi,Chilisoaia
25,Iasi,Chiperesti
25,Iasi,Chiscareni
25,Iasi,Cilibiu
25,Iasi,Cioca-Boca
25,Iasi,Ciocarlesti
25,Iasi,Ciohorani
25,Iasi,Ciortesti
25,Iasi,Cireseni
25,Iasi,Ciurbesti
25,Iasi,Ciurea
25,Iasi,Coada-Stancii
25,Iasi,Coarnele-Caprei
25,Iasi,Coasta-Magurii
25,Iasi,Cogeasca
25,Iasi,Coltu-Cornii
25,Iasi,Comarna
25,Iasi,Contesti
25,Iasi,Corcodel
25,Iasi,Cornesti
25,Iasi,Coropceni
25,Iasi,Cositeni
25,Iasi,Costesti
25,Iasi,Costuleni
25,Iasi,Cotargaci
25,Iasi,Cotnari
25,Iasi,Cotu-lui-Ivan
25,Iasi,Cotu-Morii
25,Iasi,Covasna
25,Iasi,Cozia
25,Iasi,Cozmesti
25,Iasi,Cozmesti
25,Iasi,Cristesti
25,Iasi,Cristesti-Braesti
25,Iasi,Cristesti-Holboca
25,Iasi,Crivesti-Strunga
25,Iasi,Crivesti-Vanatori
25,Iasi,Crucea
25,Iasi,Cucova
25,Iasi,Cucuteni
25,Iasi,Cucuteni-Letcani
25,Iasi,Curagau
25,Iasi,Curaturi
25,Iasi,Cuza-Voda-Ipatele
25,Iasi,Cuza-Voda
25,Iasi,Dadesti
25,Iasi,Dagata
25,Iasi,Dancas
25,Iasi,Dancu
25,Iasi,Deleni
25,Iasi,Deleni-Ciortesti
25,Iasi,Dobrovat
25,Iasi,Dolhesti
25,Iasi,Domnita
25,Iasi,Dorobant
25,Iasi,Doroscani
25,Iasi,Draganesti
25,Iasi,Draguseni
25,Iasi,Dumbrava-Ciurea
25,Iasi,Dumbrava-Lespezi
25,Iasi,Dumbravita
25,Iasi,Dumesti
25,Iasi,Dumitrestii-Galatii
25,Iasi,Erbiceni
25,Iasi,Fagat
25,Iasi,Fantanele
25,Iasi,Fantanele-Focuri
25,Iasi,Farcaseni
25,Iasi,Fedeleseni
25,Iasi,Feredeni
25,Iasi,Fetesti
25,Iasi,Filiasi
25,Iasi,Focuri
25,Iasi,Forasti
25,Iasi,Frasuleni
25,Iasi,Frenciugi
25,Iasi,Frumusica
25,Iasi,Ganesti
25,Iasi,Garbesti
25,Iasi,Gastesti
25,Iasi,Gaureni
25,Iasi,Giurgesti
25,Iasi,Glavanesti
25,Iasi,Glodenii-Gandului
25,Iasi,Goesti
25,Iasi,Golaiesti
25,Iasi,Gorban
25,Iasi,Goruni
25,Iasi,Gradinari
25,Iasi,Grajduri
25,Iasi,Griesti
25,Iasi,Gropnita
25,Iasi,Grozesti
25,Iasi,Gura-Badilitei
25,Iasi,Gura-Bohotin
25,Iasi,Gura-Vaii
25,Iasi,Habasesti
25,Iasi,Hadambu
25,Iasi,Halaucesti
25,Iasi,Halceni
25,Iasi,Handresti
25,Iasi,Harlau
25,Iasi,Harmaneasa
25,Iasi,Harmanestii-Noi
25,Iasi,Harmanestii-Vechi
25,Iasi,Harpasesti
25,Iasi,Hartoape
25,Iasi,Heci
25,Iasi,Helesteni
25,Iasi,Hermeziu
25,Iasi,Hilita
25,Iasi,Hlincea
25,Iasi,Hodora
25,Iasi,Hoisesti
25,Iasi,Holboca
25,Iasi,Holm
25,Iasi,Homita
25,Iasi,Horlesti
25,Iasi,Horlesti-Rediu
25,Iasi,Horodistea
25,Iasi,Horpaz
25,Iasi,Humosu
25,Iasi,Iacobeni
25,Iasi,Iasi
25,Iasi,Iazu-Nou
25,Iasi,Iazu-Vechi
25,Iasi,Icuseni
25,Iasi,Iepureni-Andriesti
25,Iasi,Iepureni-Movileni
25,Iasi,Ion-Neculce
25,Iasi,Iorcani
25,Iasi,Iosupeni
25,Iasi,Ipatele
25,Iasi,Isaiia
25,Iasi,Iugani
25,Iasi,Izvoarele
25,Iasi,Jigoreni
25,Iasi,Kogalniceni
25,Iasi,Larga-Jijia
25,Iasi,Leahu-Nacu
25,Iasi,Lespezi
25,Iasi,Letcani
25,Iasi,Liteni
25,Iasi,Luceni
25,Iasi,Lunca-Cetatuii
25,Iasi,Lunca-Grajduri
25,Iasi,Lunca-Pascani
25,Iasi,Lunca-Rates
25,Iasi,Luncasi
25,Iasi,Lungani
25,Iasi,Lungani-Voinesti
25,Iasi,Luparia
